Record Number, Time, Temperature (F), Pressure (mbar), Humidity (%), Wind Direction (Degrees), Wind Direction (String), Wind Speed (MPH), Wind Gust (MPH), Precipitation (Inches), Shortwave Radiation (W m^(-2)), Avg. RF Watts (W), Avg. RF Watts Frequency (MHz), Peak RF Watts (W), Frequency of RF Watts Peak (MHz), Peak RF Watts Frequency (MHz), Watts of RF Watts Frequency Peak (W), Avg. RF Density (W m^(-2)), Avg. RF Density Frequency (MHz), Peak RF Density (W m^(-2)), Frequency of RF Density Peak (MHz), Peak RF Density Frequency (MHz), Density of RF Density Frequency Peak (W m^(-2)), Avg. Total Density (W m^(-2)), Max Total Density (W m^(-2)), Avg. EF (V/m), Max EF (V/m), Avg. EMF (mG), Max EMF (mG),Station ID
3113, 2020-06-18 10:16:05.182441,59,1020.4,53.1,332.9, NNW,1.9,5.5,0,775,2.284571E-10,803.1,2E-09,1861,1879,1E-09,1E-05,746.4,0.0001,1857,1866,0.0001,0.001352857142857,0.0054,2045,2274.4,0.5,0.7,2
3114, 2020-06-18 10:31:06.486207,60.6,1020.2,51.4,323.5, NW,1.8,6.3,0,810,1.918714E-10,785.7,1E-09,1875,1885,5.01E-10,1E-05,747.6,0.0002,1862,1872,0.0001,0.001587142857143,0.0052,2032.3,2274.4,0.6,0.7,2
3115, 2020-06-18 10:46:20.269305,62.8,1020,48,335.9, NNW,1.8,5.2,0,370,2.02507E-10,778.6,2E-09,1859,1873,1E-09,8.4507042254E-06,726.5,0.0001,1888,1888,0.0001,0.001481690140845,0.0041,2053.1,2274.4,0.7,0.9,2
3116, 2020-06-18 11:01:33.394478,64.4,1019.8,46,324.4, NW,1.4,3.4,0,265,1.674648E-10,747.1,1E-09,1861,1884,3.98E-10,5.6338028169E-06,693.5,0.0001,1861,1881,0,0.00177323943662,0.0043,2029.4,2274.4,0.8,1.1,2
3117, 2020-06-18 11:16:45.731980,64.2,1019.7,45.4,352.7, NNW,2,5.8,0,145,2.026761E-10,781.2,1E-09,1871,1884,7.94E-10,2.67605633803E-05,869.6,0.0006,1880,1884,0.0001,0.001650704225352,0.0052,2052.7,2281.6,0.8,1.1,2
3118, 2020-06-18 11:31:59.002436,63.3,1019.7,45.9,316.8, NW,1.6,6,0,145,1.554366E-10,693.7,2E-09,1872,1881,2E-10,8.4507042254E-06,711.2,0.0002,1872,1872,0.0002,0.001508450704225,0.0038,2009.7,2272,0.7,0.9,2
3119, 2020-06-18 11:47:12.384515,64.6,1019.5,45.7,329.7, NNW,1.8,5.2,0,975,1.649014E-10,712.4,1E-09,1861,1884,3.98E-10,1.2676056338E-05,784.2,0.0001,1871,1885,0.0001,0.001604225352113,0.0052,2019.3,2272,0.5,0.7,2
3120, 2020-06-18 12:02:25.984138,66.2,1019.3,43.6,310.6, NW,1.9,4.3,0,270,1.802113E-10,702.8,2E-09,1862,1881,1E-09,9.8591549296E-06,758.7,0.0001,1851,1881,0.0001,0.001242253521127,0.0037,2019.5,2272,0.4,0.5,2
3121, 2020-06-18 12:17:39.520295,66.2,1019.2,43.4,317.6, NW,1.8,4.8,0,180,1.694225E-10,766.2,1E-09,1873,1886,1.58E-10,2.8169014085E-06,676.4,0.0001,1873,1886,0,0.00190985915493,0.0052,2017.8,2272,0.5,0.8,2
3122, 2020-06-18 12:32:52.317133,65.5,1019.1,45.1,292.9, WNW,1.4,4.6,0,105,1.193099E-10,639.9,6.31E-10,1856,1856,6.31E-10,2.8169014085E-06,677,0.0001,1873,1873,0.0001,0.00160985915493,0.0052,1970.2,2274.4,0.6,0.7,2
3123, 2020-06-18 12:48:06.033974,65.8,1019.1,45.3,301.1, WNW,1.4,4.3,0,100,1.21662E-10,639.6,1E-09,1879,1879,1E-09,1.4084507042E-06,675.4,0.0001,1879,1879,0.0001,0.002042253521127,0.0057,2034.1,2272,0.5,0.7,2
3124, 2020-06-18 13:03:19.279245,68.5,1018.9,41.6,296.9, WNW,1.5,6.3,0,1000,2.086197E-10,814.1,1E-09,1873,1884,6.31E-10,9.8591549296E-06,725.4,0.0001,1855,1879,0.0001,0.001697183098592,0.0048,2006.7,2272,0.5,0.7,2
3125, 2020-06-18 13:18:31.519674,71.6,1018.8,39.2,271.3, W,1.1,3.6,0,1060,3.577606E-10,797.2,1E-08,1880,1880,6.31E-10,2.81690140845E-05,798,0.001,1880,1880,0.001,0.002143661971831,0.0148,2045.7,2274.4,0.6,0.8,2
3126, 2020-06-18 13:33:44.801295,72.7,1018.6,35.9,331, NNW,1.8,5.1,0,1020,1.642394E-10,712.4,2E-09,1878,1878,2E-09,5.6338028169E-06,711.9,0.0001,1832,1877,0,0.002092957746479,0.0063,2060,2274.4,0.8,1.1,2
3127, 2020-06-18 13:48:56.899326,74.1,1018.5,36.1,330.1, NNW,1.9,5.2,0,1045,1.171831E-10,692.8,1E-09,1854,1886,2.51E-10,4.2253521127E-06,710.1,0.0001,1854,1880,0,0.001894366197183,0.0062,2013,2274.4,1,1.3,2
3128, 2020-06-18 14:04:03.425291,75.9,1018.4,34.2,311.5, NW,1.5,4.8,0,1050,8.51857E-11,910.4,7.94E-10,1862,1883,5.01E-10,4.2857142857E-06,908,0.0001,1862,1880,0,0.002025714285714,0.0062,2052.1,2291.2,1.3,1.5,2
3129, 2020-06-18 14:19:08.014401,76.8,1018.2,31.6,322.8, NW,1.3,3.7,0,1050,1.666714E-10,971,1E-09,1869,1884,6.31E-10,5.7142857143E-06,928.1,0.0001,1855,1881,0,0.001831428571429,0.0061,2043,2291.2,1.4,1.6,2
3130, 2020-06-18 14:34:10.224300,76.5,1018,30,338.1, NNW,2,4.9,0,1010,2.043571E-10,985.5,2E-09,1880,1888,1E-09,8.5714285714E-06,959.7,0.0002,1880,1888,0.0001,0.001537142857143,0.0059,2030.8,2291.2,1.5,1.7,2
3131, 2020-06-18 14:49:14.476562,77.7,1017.9,31.3,293.4, WNW,1,3.9,0,995,1.626714E-10,951.3,1E-09,1866,1877,1E-09,1.28571428571E-05,981.1,0.0001,1871,1877,0.0001,0.001527142857143,0.0057,2031.9,2293.6,1.7,1.8,2
3132, 2020-06-18 15:04:18.656315,77.4,1017.9,29.5,276.1, W,1.3,4.2,0,960,1.286714E-10,877.1,1E-09,1870,1870,1E-09,7.1428571429E-06,877.1,0.0001,1869,1870,0.0001,0.001221428571429,0.0055,2052,2293.6,1.8,1.9,2
3133, 2020-06-18 15:19:22.460229,77,1017.7,28.9,314.1, NW,1.5,5.5,0,830,1.719E-10,871.2,1E-09,1888,1888,1E-09,1.14285714286E-05,921.8,0.0001,1870,1888,0.0001,0.001328571428571,0.0057,2068,2293.6,1.8,1.9,2
3134, 2020-06-18 15:34:25.568693,75.2,1017.5,30.9,321.1, NW,1.6,4.2,0,830,1.751594E-10,889.1,2E-09,1863,1863,2E-09,1.01449275362E-05,900.3,0.0002,1863,1869,0.0001,0.001571014492754,0.0057,2054.3,2293.6,1.8,1.9,2
3135, 2020-06-18 15:49:29.839820,70.9,1017.2,31,317.3, NW,1.6,5.2,0,205,1.458857E-10,892.4,7.94E-10,1848,1881,6.31E-10,1E-05,941.9,0.0001,1850,1881,0.0001,0.001771428571429,0.0057,2074.7,2293.6,1.8,1.9,2
3136, 2020-06-18 16:04:33.773395,68.7,1017.2,37.1,322, NW,1.4,3.9,0,230,1.196E-10,838.4,6.31E-10,1851,1851,6.31E-10,1.14285714286E-05,941.2,0.0001,1870,1884,0.0001,0.001881428571429,0.0056,2034.2,2293.6,1.6,1.8,2
3137, 2020-06-18 16:19:36.447701,67.6,1017,37.2,299.1, WNW,1.4,3.6,0,160,1.415286E-10,936.8,1E-09,1861,1885,2.51E-10,1.14285714286E-05,981.2,0.0001,1861,1885,0,0.00154,0.0055,2050.2,2291.2,1.4,1.6,2
3138, 2020-06-18 16:34:43.624213,67.5,1016.9,42.1,291.1, WNW,0.7,2.7,0,165,1.379286E-10,966,1E-09,1867,1889,5E-11,1.28571428571E-05,1011.6,0.0001,1862,1889,0,0.002047142857143,0.0052,2028.8,2284,1.3,1.4,2
3139, 2020-06-18 16:49:48.475331,66.6,1016.8,40.4,301.2, WNW,1,3,0,105,1.281857E-10,1001.8,1E-09,1884,1888,7.9E-11,1E-05,985.7,0.0001,1847,1884,0.0001,0.001548571428571,0.0052,2058,2284,1.1,1.3,2
3140, 2020-06-18 17:05:01.952979,66,1016.7,41.8,296.6, WNW,1,3,0,105,1.162817E-10,710.8,1E-09,1875,1884,3.98E-10,5.6338028169E-06,693.7,0.0001,1858,1882,0.0001,0.001661971830986,0.0055,2046.6,2274.4,0.9,1.1,2
3141, 2020-06-18 17:20:03.309434,65.8,1016.6,43,304.2, NW,1.3,4.2,0,105,1.966143E-10,802.7,2E-09,1880,1881,2.51E-10,1.57142857143E-05,838.5,0.0002,1869,1888,0,0.001541428571429,0.0046,2047.4,2274.4,0.8,1,2
3142, 2020-06-18 17:35:16.889891,65.8,1016.6,41.9,304.3, NW,1,3.9,0,110,1.829155E-10,799.2,2E-09,1863,1881,5.01E-10,9.8591549296E-06,728.2,0.0002,1863,1881,0.0001,0.001615492957747,0.0052,2072.5,2274.4,0.7,1,2
3143, 2020-06-18 17:50:28.803534,65.3,1016.5,41.9,294.7, WNW,0.9,2.8,0,85,1.286197E-10,674.8,6.31E-10,1882,1882,6.31E-10,5.6338028169E-06,675.4,0.0001,1854,1882,0.0001,0.001767605633803,0.0055,2016.3,2255.2,0.6,0.7,2
3144, 2020-06-18 18:05:30.753413,65.1,1016.5,44,284, WNW,0.8,3.4,0,40,2.102143E-10,820.5,1E-09,1858,1885,3.98E-10,5.7142857143E-06,695.3,0.0001,1835,1851,0.0001,0.00166,0.004,2031.3,2274.4,0.6,1,2
3145, 2020-06-18 18:20:32.756041,64.8,1016.4,43.5,288.3, WNW,0.9,2.7,0,65,1.679E-10,730.1,1E-09,1863,1879,1E-09,1.28571428571E-05,730.9,0.0004,1881,1881,0.0004,0.001385714285714,0.0036,1987.6,2262.4,0.6,0.9,2
3146, 2020-06-18 18:35:34.115546,64.6,1016.4,42.1,298.9, WNW,1,5.1,0,45,1.27E-10,659.4,7.94E-10,1879,1881,5.01E-10,8.5714285714E-06,732.7,0.0001,1871,1881,0.0001,0.001842857142857,0.0046,2020.5,2255.2,0.5,0.7,2
3147, 2020-06-18 18:50:48.076717,63.7,1016.4,41.4,319.2, NW,0.8,4.5,0,10,1.478169E-10,677.2,1E-09,1856,1886,2.51E-10,5.6338028169E-06,694.9,0.0001,1843,1886,0,0.001556338028169,0.0063,2021.6,2272,0.5,0.7,2
3148, 2020-06-18 19:05:49.539350,62.4,1016.4,43.2,310.3, NW,0.3,2.2,0,20,3.029E-10,780.1,8E-09,1877,1877,8E-09,1.85714285714E-05,703.3,0.0008,1877,1877,0.0008,0.001488571428571,0.0036,2035.2,2272,0.5,0.6,2
3149, 2020-06-18 19:20:51.227487,61.9,1016.4,44.5,298.3, WNW,0.2,1.9,0,20,1.859429E-10,689,2E-09,1880,1880,2E-09,1E-05,724.5,0.0002,1880,1880,0.0002,0.001281428571429,0.0036,2006.7,2264.8,0.4,0.6,2
3150, 2020-06-18 19:35:52.999445,61.7,1016.4,41.9,307.1, NW,0.3,2.1,0,10,1.563714E-10,684.9,2E-09,1884,1884,2E-09,1.4285714286E-06,623.7,0.0001,1880,1880,0.0001,0.001915714285714,0.0036,2025.2,2255.2,0.3,0.6,2
3151, 2020-06-18 19:50:54.829194,61.5,1016.3,42.8,308.8, NW,0.3,2.7,0,25,1.686714E-10,725.3,1E-09,1871,1882,1E-09,1.57142857143E-05,821,0.0002,1873,1882,0.0001,0.001321428571429,0.0038,2015.7,2272,0.3,0.4,2
3152, 2020-06-18 20:05:56.922481,60.1,1016.4,46.4,314.7, NW,0,0.7,0,0,1.434857E-10,705.4,1E-09,1845,1858,6.31E-10,1.14285714286E-05,760.6,0.0002,1854,1858,0.0001,0.001614285714286,0.0037,2043.3,2255.2,0.3,0.3,2
3153, 2020-06-18 20:21:00.035621,59.5,1016.4,47.3,270.2, W,0,0,0,15,1.627286E-10,723.7,2E-09,1833,1882,3.98E-10,1.28571428571E-05,750.5,0.0004,1880,1882,0,0.00169,0.0037,2030.6,2255.2,0.2,0.3,2
3154, 2020-06-18 20:36:04.224151,59.4,1016.3,45.8,315.2, NW,0.1,1.6,0,5,2.006E-10,703.1,2E-09,1844,1888,1E-09,1.14285714286E-05,606.4,0.0002,1844,1888,0.0001,0.001715714285714,0.0039,2041.3,2255.2,0.2,0.3,2
3155, 2020-06-18 20:51:09.632609,58.5,1016.3,46.5,302.9, WNW,0,0.3,0,0,1.789143E-10,597.9,2E-09,1880,1881,5.01E-10,1E-05,557.7,0.0002,1880,1881,0.0001,0.001697142857143,0.0037,2021.7,2255.2,0.1,0.3,2
3156, 2020-06-18 21:06:15.054869,57.6,1016.2,50.8,273, W,0,0,0,10,1.758143E-10,594.1,2E-09,1864,1879,7.94E-10,1.28571428571E-05,604.5,0.0002,1864,1879,0.0001,0.001571428571429,0.0049,2017.5,2255.2,0.1,0.2,2
3157, 2020-06-18 21:21:18.387269,56.5,1016.3,53.4,271.8, W,0,0,0,0,1.657714E-10,680,1E-09,1874,1884,6.31E-10,8.5714285714E-06,649,0.0001,1884,1884,0.0001,0.001795714285714,0.0039,1973.6,2252.8,0,0.2,2
3158, 2020-06-18 21:36:32.429309,55.4,1016.4,57.4,270.6, W,0,0,0,0,1.293944E-10,610.8,1E-09,1849,1878,1E-09,8.4507042254E-06,631.4,0.0001,1860,1881,0,0.001653521126761,0.0041,2010.8,2255.2,0,0.3,2
3159, 2020-06-18 21:51:46.293763,54.7,1016.6,59.5,270, W,0,0,0,5,1.933239E-10,673.6,1E-09,1880,1884,7.94E-10,9.8591549296E-06,611.8,0.0001,1871,1881,0,0.001422535211268,0.0042,1996.7,2252.8,0,0.2,2
3160, 2020-06-18 22:06:49.774213,54,1016.8,61.4,271.2, W,0,0,0,0,1.999143E-10,692.4,2E-09,1849,1874,7.94E-10,1.85714285714E-05,679.4,0.0004,1881,1881,0.0004,0.001894285714286,0.0041,1975.3,2239.6,0,0.2,2
3161, 2020-06-18 22:21:54.307128,53.1,1017,62.5,273.6, W,0,0,0,0,1.770714E-10,651.7,2E-09,1882,1884,1E-09,1E-05,683.1,0.0002,1882,1884,0.0001,0.001825714285714,0.0042,2031.2,2252.8,0,0,2
3162, 2020-06-18 22:36:59.640476,52.7,1017.1,64.9,273, W,0,0,0,0,1.756143E-10,754.3,2E-09,1834,1884,5.01E-10,1.28571428571E-05,795.5,0.0002,1834,1884,0.0001,0.001555714285714,0.0042,1976.1,2252.8,0,0,2
3163, 2020-06-18 22:52:03.307593,52.3,1017.2,66.2,273, W,0,0,0,15,1.352286E-10,696.8,1E-09,1861,1879,5.01E-10,4.2857142857E-06,713.8,0.0001,1861,1879,0.0001,0.001665714285714,0.0042,2001.9,2236,0,0,2
3164, 2020-06-18 23:07:09.678546,52.7,1017.2,70.2,254.1, WSW,0,0,0,0,2.231429E-10,775.9,2E-09,1877,1881,6.31E-10,0.000102857142857,793.3,0.0063,1880,1881,0.0001,0.00201,0.005,2018,2236,0,0,2
3165, 2020-06-18 23:22:16.168504,53.2,1017.2,68,231.1, SW,0,0,0,0,2.577714E-10,810.3,2E-09,1880,1880,2E-09,1.71428571429E-05,772.1,0.0005,1880,1880,0.0005,0.001874285714286,0.0041,1986.9,2236,0,0,2
3166, 2020-06-18 23:37:22.254252,52.9,1017.1,67.8,261.2, W,0,0,0,0,1.390857E-10,689.6,1E-09,1866,1866,1E-09,1.42857142857E-05,810.1,0.0002,1878,1881,0.0001,0.002105714285714,0.0045,1985.3,2236,0,0,2
3167, 2020-06-18 23:52:28.563952,51.6,1017.1,72.4,314.1, NW,0,0,0,20,1.869429E-10,741.5,2E-09,1866,1884,1E-09,1.28571428571E-05,823.9,0.0001,1883,1884,0.0001,0.001597142857143,0.0042,2023.2,2236,0,0,2
3168, 2020-06-19 00:07:30.384316,50.7,1017.1,77.3,285.3, WNW,0,0,0,0,1.934857E-10,723,1E-09,1836,1849,1E-09,1.14285714286E-05,826.4,0.0002,1867,1874,0.0001,0.002124285714286,0.0042,1992.7,2236,0,0,2
3169, 2020-06-19 00:22:43.986169,50.2,1016.9,79.6,232.2, SW,0,0,0,0,2.916056E-10,807.9,3E-09,1874,1881,5.01E-10,1.69014084507E-05,808,0.0003,1874,1881,0.0001,0.001171830985916,0.0041,2022.7,2236,0,0,2
3170, 2020-06-19 00:37:57.292540,49.6,1016.9,80.5,230.6, SW,0,0,0,0,2.021268E-10,735.6,1E-09,1834,1851,7.94E-10,1.54929577465E-05,825.1,0.0002,1873,1886,0.0001,0.001601408450704,0.0043,2034,2236,0,0,2
3171, 2020-06-19 00:53:09.470165,49.3,1016.9,84.8,233.8, SW,0,0,0,0,2.772394E-10,841.6,2E-09,1867,1881,1.58E-10,1.2676056338E-05,807.6,0.0001,1834,1877,0.0001,0.001530985915493,0.0062,1999.1,2236,0,0,2
3172, 2020-06-19 01:08:21.733789,48.9,1017,87,231.3, SW,0,0,0,0,2.539718E-10,757.1,2E-09,1880,1882,1E-09,1.40845070423E-05,842.3,0.0002,1880,1885,0,0.001845070422535,0.0043,1951.3,2236,0,0,2
3173, 2020-06-19 01:23:34.175164,48.4,1017,89.5,233.2, SW,0,0,0,0,2.114085E-10,740.9,1E-09,1856,1884,7.94E-10,8.4507042254E-06,774.8,0.0001,1884,1884,0.0001,0.002050704225352,0.0046,1992.6,2236,0,0,2
3174, 2020-06-19 01:38:36.254292,47.8,1016.9,90.7,232.3, SW,0,0,0,5,1.904857E-10,672.2,7.94E-10,1835,1835,7.94E-10,5.7142857143E-06,723.1,0.0001,1842,1842,0.0001,0.002071428571429,0.0043,1979.3,2233.6,0,0,2
3175, 2020-06-19 01:53:39.199944,48.7,1016.8,84.3,284.8, WNW,0,1,0,0,2.911571E-10,844.5,2E-09,1860,1881,6.31E-10,1.42857142857E-05,845.4,0.0002,1860,1886,0,0.001465714285714,0.0042,1998.9,2225.2,0,0,2
3176, 2020-06-19 02:08:41.695165,48.4,1016.7,89.6,264.5, W,0.1,1.6,0,0,3.087571E-10,793.5,2E-09,1869,1886,5.01E-10,1.71428571429E-05,811.3,0.0002,1869,1886,0.0001,0.001762857142857,0.0043,1986.3,2236,0,0,2
3177, 2020-06-19 02:23:45.457893,47.7,1016.7,89.8,275.5, W,0,0,0,0,2.520571E-10,809.6,1E-09,1851,1880,3.16E-10,1.14285714286E-05,809.5,0.0001,1870,1880,0,0.001987142857143,0.0043,1975.4,2236,0,0,2
3178, 2020-06-19 02:38:49.953717,46.9,1016.7,98.9,273.7, W,0,0.7,0,0,2.774714E-10,779.9,2E-09,1872,1876,1E-09,1.42857142857E-05,796.1,0.0002,910,1876,0.0001,0.001805714285714,0.0043,2017.3,2236,0,0,2
3179, 2020-06-19 02:53:53.829881,46.8,1016.8,97.6,285.2, WNW,0,0.6,0,0,2.158143E-10,758.7,1E-09,1851,1883,6.31E-10,8.5714285714E-06,758.7,0.0001,1846,1883,0.0001,0.001561428571429,0.0043,1959.2,2236,0,0,2
3180, 2020-06-19 03:08:59.759948,46,1016.8,100,271.8, W,0,0,0,0,2.318143E-10,775.2,1E-09,1875,1877,1E-09,8.5714285714E-06,757.8,0.0001,1875,1875,0.0001,0.001651428571429,0.0043,1968.8,2236,0,0,2
3181, 2020-06-19 03:24:06.212471,45.3,1016.9,100,270.6, W,0,0,0,0,2.729143E-10,793,2E-09,1872,1884,2E-09,1.42857142857E-05,809,0.0002,1858,1875,0.0001,0.00193,0.005,1962.5,2233.6,0,0,2
3182, 2020-06-19 03:39:11.592270,45.3,1016.9,100,301.1, WNW,0.1,1.8,0,20,2.637E-10,810.2,2E-09,1864,1877,5.01E-10,1.14285714286E-05,792.9,0.0002,1864,1874,0,0.001382857142857,0.0044,1971.6,2233.6,0,0,2
3183, 2020-06-19 03:54:17.714893,46.2,1016.8,93.9,327.6, NNW,0.7,2.7,0,30,2.550714E-10,794.2,2E-09,1884,1884,6.31E-10,5.7142857143E-06,724.6,0.0001,1862,1878,0.0001,0.002018571428571,0.0043,1980.6,2233.6,0,0,2
3184, 2020-06-19 04:09:23.183121,46.9,1016.7,85.1,330.8, NNW,0.9,3.6,0,0,2.463143E-10,775.8,2E-09,1854,1884,1E-09,5.7142857143E-06,741.3,0.0001,1867,1883,0,0.001884285714286,0.0044,1949.9,2236,0,0,2
3185, 2020-06-19 04:24:28.893731,48,1016.8,72.8,352.2, NNW,1.1,4.5,0,0,2.151143E-10,739.8,1E-09,1841,1843,3.98E-10,1.71428571429E-05,843.5,0.0002,1870,1876,0.0002,0.002078571428571,0.0043,2029.4,2225.2,0,0,2
3186, 2020-06-19 04:39:34.434268,48.6,1016.9,68.5,323.2, NW,0.7,3,0,0,2.876571E-10,879.2,2E-09,1881,1881,6.31E-10,2.14285714286E-05,894.9,0.0002,1851,1881,0.0002,0.002104285714286,0.0044,1944.4,2236,0,0,2
3187, 2020-06-19 04:54:38.921831,48.7,1016.9,66.6,356.2, NNW,1.2,3.1,0,0,2.642286E-10,792.6,2E-09,1858,1877,1E-09,1.14285714286E-05,775.7,0.0002,1858,1877,0.0001,0.001778571428571,0.0045,1988,2236,0,0,2
3188, 2020-06-19 05:09:42.687591,47.3,1017,79.2,251, WSW,0.1,1.6,0,0,2.077E-10,706.9,2E-09,1880,1880,2E-09,4.2857142857E-06,706.4,0.0001,1849,1850,0.0001,0.001922857142857,0.0046,2019.3,2236,0,0,2
3189, 2020-06-19 05:24:47.118691,45.9,1017,82.1,271.8, W,0,0,0,0,2.124857E-10,740.3,1E-09,1840,1872,3.98E-10,4.2857142857E-06,706,0.0001,1840,1844,0.0001,0.002045714285714,0.0066,1991.9,2236,0,0,2
3190, 2020-06-19 05:39:52.363450,45.9,1017,81.3,293.4, WNW,0.2,1.6,0,0,2.071E-10,723.4,1E-09,1846,1852,1E-09,4.2857142857E-06,707.1,0.0001,1879,1879,0.0001,0.001881428571429,0.0043,1970,2236,0,0,2
3191, 2020-06-19 05:54:57.009844,44.8,1017.1,84.4,282.7, WNW,0,0,0,60,3.210429E-10,827.1,2E-09,1836,1877,6.31E-10,1E-05,740.9,0.0002,1867,1867,0.0002,0.00184,0.0043,1979.7,2233.6,0,0,2
3192, 2020-06-19 06:10:00.940888,44.8,1017.2,86.5,299.1, WNW,0.2,1.5,0,0,2.494286E-10,792.9,2E-09,1832,1884,5.01E-10,1.28571428571E-05,826,0.0001,1862,1862,0.0001,0.002311428571429,0.0049,1964.5,2236,0,0,2
3193, 2020-06-19 06:25:05.946208,45.5,1017.4,84.5,319.4, NW,0.2,1.5,0,20,2.364571E-10,793.6,2E-09,1877,1880,5.01E-10,1.14285714286E-05,810.3,0.0002,1877,1880,0,0.00161,0.0064,1980.7,2233.6,0,0,2
3194, 2020-06-19 06:40:09.949971,45.5,1017.3,87,300.5, WNW,0.1,2.5,0,40,2.363714E-10,810.6,1E-09,1882,1885,6.31E-10,8.5714285714E-06,792.3,0.0001,1875,1882,0.0001,0.001604285714286,0.0044,2015.9,2236,0,0,2
3195, 2020-06-19 06:55:14.673884,47.1,1017.4,79.1,345.7, NNW,1,3.6,0,30,4.313857E-10,845.2,6E-09,1880,1884,1E-09,1.85714285714E-05,844.8,0.0002,1869,1884,0.0001,0.002162857142857,0.0047,1973.3,2236,0,0,2
3196, 2020-06-19 07:10:19.006629,48.4,1017.6,86.6,334.5, NNW,0.7,1.9,0,65,2.29E-10,792.9,1E-09,1879,1879,1E-09,7.1428571429E-06,727.4,0.0002,1877,1879,0.0001,0.001635714285714,0.0043,2017,2236,0,0,2
3197, 2020-06-19 07:25:24.332837,49.6,1017.8,75,323.2, NW,0.6,2.7,0,250,2.342286E-10,775.5,1E-09,1871,1881,6.31E-10,1.28571428571E-05,809.3,0.0001,1881,1881,0.0001,0.002108571428571,0.0043,1946.9,2236,0,0,2
3198, 2020-06-19 07:40:28.452466,53.2,1017.7,70.5,330.9, NNW,0.8,3,0,310,1.906857E-10,688.9,1E-09,1832,1832,1E-09,2.8571428571E-06,690.2,0.0001,1880,1880,0.0001,0.001801428571429,0.0042,2009,2233.6,0,0,2
3199, 2020-06-19 07:55:31.345662,55.9,1017.7,61.9,316.9, NW,0.5,1.5,0,380,2.628E-10,723.9,4E-09,1881,1881,4E-09,4.2857142857E-06,723.3,0.0001,1836,1861,0.0001,0.001695714285714,0.0043,2006.4,2236,0,0,2
3200, 2020-06-19 08:10:33.607430,57.9,1017.7,58.3,314.9, NW,0.5,2.1,0,530,2.475E-10,808.3,2E-09,1880,1881,1E-09,7.1428571429E-06,737.7,0.0001,1875,1875,0.0001,0.001781428571429,0.0041,1993.4,2236,0,0,2
3201, 2020-06-19 08:25:35.783468,59.2,1017.6,56.3,320.5, NW,0.6,2.2,0,470,1.648714E-10,647.9,2E-09,1872,1880,1E-09,1.14285714286E-05,596,0.0002,1880,1880,0.0002,0.001754285714286,0.0041,2005.4,2255.2,0.1,0.3,2
3202, 2020-06-19 08:40:41.059590,60.6,1017.7,53.8,293.5, WNW,0.4,2.2,0,520,2.040143E-10,661.6,2E-09,1861,1873,2E-09,1.28571428571E-05,664.3,0.0002,1861,1862,0.0001,0.001682857142857,0.0037,2020.8,2272,0.3,0.5,2
3203, 2020-06-19 08:55:45.177589,61.3,1017.7,53,272.8, W,0.9,2.8,0,555,2.331E-10,798,2E-09,1869,1884,1E-09,1.14285714286E-05,744.9,0.0001,1857,1884,0.0001,0.001341428571429,0.0041,2021.7,2272,0.6,0.8,2
3204, 2020-06-19 09:10:48.313330,62.6,1017.7,52,305, NW,0.9,3.6,0,605,1.584857E-10,694.1,1E-09,1844,1880,7.94E-10,1.85714285714E-05,838.4,0.0002,1859,1880,0.0001,0.001451428571429,0.004,2033.3,2274.4,0.7,1,2
3205, 2020-06-19 09:26:00.961469,62.8,1017.6,52.9,328.2, NNW,1.4,4,0,630,1.811268E-10,781.6,1E-09,1868,1884,6.31E-10,5.6338028169E-06,693.5,0.0001,1852,1880,0.0001,0.001646478873239,0.0048,2061.4,2274.4,0.9,1.1,2
3206, 2020-06-19 09:41:14.923183,63.9,1017.6,50.2,303.1, WNW,1,3.6,0,680,1.804507E-10,781.4,1E-09,1875,1885,5.01E-10,8.4507042254E-06,727.7,0.0001,1885,1885,0.0001,0.001671830985916,0.0045,2064.5,2281.6,0.9,1.1,2
3207, 2020-06-19 09:56:27.643016,64,1017.4,48.1,286.1, WNW,0.9,3.6,0,745,1.86507E-10,781.5,2E-09,1832,1884,7.94E-10,1.2676056338E-05,782.2,0.0002,1832,1884,0.0001,0.001812676056338,0.0034,2024.1,2272,1.1,1.3,2
3208, 2020-06-19 10:11:29.984407,64.6,1017.4,49.5,286.7, WNW,0.6,2.8,0,770,1.198143E-10,734.4,1E-09,1850,1875,7.94E-10,1.57142857143E-05,787.3,0.0002,1868,1869,0.0001,0.001802857142857,0.0133,2026.3,2284,1.2,1.4,2
3209, 2020-06-19 10:26:36.058541,65.8,1017.4,48.2,264.2, W,0.6,2.4,0,825,9.74143E-11,898.3,1E-09,1864,1864,1E-09,8.5714285714E-06,909.8,0.0001,1849,1885,0,0.001761428571429,0.0054,2019.7,2284,1.3,1.5,2
3210, 2020-06-19 10:41:42.651145,67.8,1017.4,45.2,276.3, W,0.7,2.8,0,865,1.950286E-10,994.1,3E-09,1880,1889,7.9E-11,1.57142857143E-05,996.9,0.0003,1880,1889,0,0.001185714285714,0.005,2075.7,2291.2,1.5,1.6,2
3211, 2020-06-19 10:56:50.044906,68.9,1017.4,43.3,245.9, WSW,1,1.8,0,250,1.275143E-10,905.1,2E-09,1869,1883,1E-09,8.5714285714E-06,938.1,0.0001,1873,1881,0,0.00146,0.0067,2052.2,2291.2,1.5,1.7,2
